AXIOM TRADING BOT - SPY HISTORICAL DATA EXPORT - PART 1/4
(paste parts in order 1/4 -> 4/4)

AXIOM TRADING BOT - SPY HISTORICAL DATA EXPORT
Source: Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart/SPY)
Generated: 2026-08-26T01:38:48Z

===== DAILY OHLCV, 2001-08-27 to 2026-08-21 (6,283 bars) =====
Columns: epoch,date,open,high,low,close,volume
epoch,date,open,high,low,close,volume
998919000,2001-08-27,118.97000122070312,119.19999694824219,118.26000213623047,118.30999755859375,7425100
999005400,2001-08-28,118.27999877929688,118.48999786376953,116.58000183105469,116.58000183105469,12046600
999091800,2001-08-29,117.12999725341797,117.18000030517578,115.16999816894531,115.54000091552734,16180000
999178200,2001-08-30,114.8499984741211,115.73999786376953,112.04000091552734,113.31999969482422,17692600
999264600,2001-08-31,113.4000015258789,114.7699966430664,113.12999725341797,114.1500015258789,15985400
999610200,2001-09-04,113.8499984741211,116.16999816894531,113.37000274658203,113.41999816894531,24473400
999696600,2001-09-05,113.69999694824219,114.19000244140625,111.94999694824219,113.69999694824219,21477100
999783000,2001-09-06,112.6500015258789,113.30000305175781,110.7699966430664,110.7699966430664,21653000
999869400,2001-09-07,110.0199966430664,111.25,108.62999725341797,108.72000122070312,33133900
1000128600,2001-09-10,107.69999694824219,110.3499984741211,107.69999694824219,110.05000305175781,23408700
1000733400,2001-09-17,101,106.4000015258789,100,104.30000305175781,32388700
1000819800,2001-09-18,104.33000183105469,105.30000305175781,103.36000061035156,104.05000305175781,22029200
1000906200,2001-09-19,104.0999984741211,104.5,98.55999755859375,101.94999694824219,42771800
1000992600,2001-09-20,100.4000015258789,101.80999755859375,98.55999755859375,98.70999908447266,36210900
1001079000,2001-09-21,94.27999877929688,98.98999786376953,93.80000305175781,97.27999877929688,49782100
1001338200,2001-09-24,99.72000122070312,101.16000366210938,99.05999755859375,100.69999694824219,25549600
1001424600,2001-09-25,100.75,102,99.9000015258789,101.75,25466200
1001511000,2001-09-26,102.3499984741211,102.4000015258789,100.43000030517578,101.38999938964844,18587500
1001597400,2001-09-27,101.25,102.29000091552734,100,102.2699966430664,20536800
1001683800,2001-09-28,102.9800033569336,109.62000274658203,102.5,104.44000244140625,21687200
1001943000,2001-10-01,103.9000015258789,104.31999969482422,102.83000183105469,104.2699966430664,20457400
1002029400,2001-10-02,104,105.58000183105469,103.6500015258789,105.58000183105469,19833100
1002115800,2001-10-03,104.5999984741211,107.87999725341797,104.3499984741211,107.3499984741211,32045800
1002202200,2001-10-04,108.29000091552734,108.97000122070312,106.75,107.44000244140625,32674100
1002288600,2001-10-05,107.25,107.62000274658203,105.5199966430664,107.2300033569336,29796100
1002547800,2001-10-08,106.2699966430664,107.30000305175781,105.87000274658203,106.52999877929688,12970300
1002634200,2001-10-09,106.61000061035156,106.75,105.5999984741211,105.95999908447266,15976300
1002720600,2001-10-10,105.80000305175781,108.55000305175781,105.5199966430664,108.31999969482422,19987400
1002807000,2001-10-11,108.94999694824219,110.30000305175781,108.94999694824219,110,23006300
1002893400,2001-10-12,109.1500015258789,109.88999938964844,107.30000305175781,109.5,31360500
1003152600,2001-10-15,108.62999725341797,109.44999694824219,108.05999755859375,109.30000305175781,16873000
1003239000,2001-10-16,109.80000305175781,110.61000061035156,108.94999694824219,109.98999786376953,15877100
1003325400,2001-10-17,111.06999969482422,111.1500015258789,107.6500015258789,107.6500015258789,28542300
1003411800,2001-10-18,107.81999969482422,108.16000366210938,106.75,107.41999816894531,16510000
1003498200,2001-10-19,107,107.91000366210938,106.01000213623047,107.3499984741211,21912500
1003757400,2001-10-22,107.30000305175781,109.56999969482422,107.20999908447266,109.47000122070312,17540600
1003843800,2001-10-23,109.95999908447266,110.27999877929688,108.37999725341797,108.91000366210938,22062500
1003930200,2001-10-24,108.9800033569336,109.44999694824219,108.22000122070312,108.62000274658203,16065200
1004016600,2001-10-25,107.44999694824219,110.5999984741211,106.73999786376953,110.56999969482422,27467900
1004103000,2001-10-26,109.94999694824219,111.79000091552734,109.66999816894531,110.31999969482422,18623300
1004365800,2001-10-29,110.16000366210938,110.55000305175781,107.44999694824219,107.44999694824219,18727500
1004452200,2001-10-30,107.3499984741211,107.69999694824219,105.55999755859375,106.16000366210938,26178600
1004538600,2001-10-31,106.9000015258789,107.86000061035156,105.80000305175781,105.80000305175781,28124200
1004625000,2001-11-01,106.5999984741211,109.01000213623047,105.69999694824219,108.51000213623047,29806800
1004711400,2001-11-02,108.44000244140625,109.37999725341797,107.87000274658203,109.25,17575900
1004970600,2001-11-05,110.12000274658203,111.08999633789062,109.94999694824219,110.68000030517578,15929500
1005057000,2001-11-06,110.3499984741211,112.4800033569336,109.8499984741211,112.4000015258789,23245800
1005143400,2001-11-07,111.7699966430664,113.12000274658203,111.63999938964844,112.25,19716000
1005229800,2001-11-08,112.87000274658203,114.08000183105469,111.9000015258789,112.5999984741211,22563500
1005316200,2001-11-09,112.25,112.95999908447266,111.44000244140625,112.72000122070312,15895800
1005575400,2001-11-12,111,112.6500015258789,110,112.02999877929688,26068800
1005661800,2001-11-13,113.44000244140625,114.55000305175781,113.18000030517578,114.55000305175781,15296200
1005748200,2001-11-14,115.16999816894531,115.4000015258789,113.70999908447266,114.66000366210938,17571300
